"VEL","240403","03-Apr-24","17.73","17.86","16.906","17.23","18260","-1.94","-0.34","","","","","","","15829",\N,\N,\N,\N
"LYRA","240403","03-Apr-24","5.71","5.83","5.45","5.46","264415","-2.67","-0.15","","","","","","","315668",\N,\N,\N,\N
"BSBK","240403","03-Apr-24","7.02","7.14","6.76","6.82","32918","-5.76","-0.42","","","","","","","4069",\N,\N,\N,\N
"BATL","240403","03-Apr-24","6.11","6.33","5.94","6.07","146766","-0.33","-0.02","","","","","","","125053",\N,\N,\N,\N
"LXEH","240403","03-Apr-24","0.3749","0.399","0.369","0.38","432574","-5.53","-0.02","","","","","","","743204",\N,\N,\N,\N
"AOUT","240403","03-Apr-24","8.54","8.99","8.54","8.76","36050","1.15","0.10","","","","","","","32470",\N,\N,\N,\N
"INAQ","240403","03-Apr-24","10.77","10.79","10.77","10.79","1453","0.19","0.02","","","","","","","391",\N,\N,\N,\N
"VIAO","240403","03-Apr-24","0.8598","0.8598","0.7898","0.82","3982","0.12","0.00","","","","","","","5982",\N,\N,\N,\N
"PYPD","240403","03-Apr-24","4.8","4.8","4.53","4.78","4404","-0.35","-0.02","1.25","0.9","0.5","2007/08/15","7.3","3.3","4306",\N,\N,\N,\N
"VTRU","240403","03-Apr-24","15.1","15.65","15.1","15.32","3461","-0.26","-0.04","50.01","36.17","0.78","2001/01/01","18.1","7.8","8279",\N,\N,\N,\N
"BQ","240403","03-Apr-24","0.249","0.249","0.2428","0.24","60019","0.87","0.00","","","","","","","496543",\N,\N,\N,\N
"EBON","240403","03-Apr-24","9.4","9.43","9.12","9.12","8042","0.22","0.02","","","","","","","53034",\N,\N,\N,\N
"GLTO","240403","03-Apr-24","0.75","0.78","0.7281","0.73","124997","-4.27","-0.03","","","","","","","243930",\N,\N,\N,\N
"UCL","240403","03-Apr-24","1.5","1.54","1.5","1.54","16288","2.67","0.04","46.5","34.18","0.8","2005/01/07","11","1.8","24890",\N,\N,\N,\N
"CURI","240403","03-Apr-24","1.04","1.05","0.99","1.04","261786","0.97","0.01","","","","","","","793359",\N,\N,\N,\N
"LSF","240403","03-Apr-24","2.63","2.68","2.35","2.43","231541","-9.33","-0.25","","","","","","","507394",\N,\N,\N,\N
"QH","240403","03-Apr-24","0.61","0.7","0.576","0.59","572508","8.37","0.05","","","","","","","289633",\N,\N,\N,\N
"IBEX","240403","03-Apr-24","14.39","14.41","13.95","14.12","38127","-2.01","-0.29","","","","","","","69517",\N,\N,\N,\N
"WIMI","240403","03-Apr-24","0.8483","0.8485","0.8","0.81","712532","-4.40","-0.04","","","","","","","3368698",\N,\N,\N,\N
"FTHM","240403","03-Apr-24","1.93","2.02","1.93","2.00","43565","1.01","0.02","","","","","","","51782",\N,\N,\N,\N
"GATO","240403","03-Apr-24","8.86","9.57","8.86","9.51","530896","8.31","0.73","","","","","","","289509",\N,\N,\N,\N
"BDSX","240403","03-Apr-24","1.49","1.55","1.45","1.55","95231","4.03","0.06","","","","","","","105395",\N,\N,\N,\N
"RNLX","240403","03-Apr-24","0.8","0.858","0.7526","0.81","177543","-5.13","-0.04","","","","","","","1962185",\N,\N,\N,\N
"IVA","240403","03-Apr-24","3.64","3.725","3.56","3.64","19118","0.28","0.01","3.5","1.975","0.8","2007/08/29","18.4","2.9","37651",\N,\N,\N,\N
"SPRB","240403","03-Apr-24","0.86","0.865","0.8106","0.82","718327","-2.98","-0.03","","","","","","","1244706",\N,\N,\N,\N
"NGMS","240403","03-Apr-24","29","29.07","29","29.07","159309","0.21","0.06","","","","","","","39845",\N,\N,\N,\N
"PSTX","240403","03-Apr-24","2.9","3.1","2.88","3.06","448446","5.52","0.16","1.9","1.25","2.24","2007/02/13","10.5","11.1","731007",\N,\N,\N,\N
"INZY","240403","03-Apr-24","6.91","7.21","6.85","7.17","815355","3.46","0.24","","","","","","","546653",\N,\N,\N,\N
"FUSN","240403","03-Apr-24","21.27","21.36","21.26","21.34","1479859","0.23","0.05","0.004","0.0005","0.2","2007/08/14","25","2.7","2145812",\N,\N,\N,\N
"NTST","240403","03-Apr-24","17.46","17.74","17.45","17.65","866949","0.51","0.09","16.5","11.75","0.4","2001/01/01","61.1","0.7","1150571",\N,\N,\N,\N
"ALGS","240403","03-Apr-24","1","1.04","0.9709","1.01","408502","3.27","0.03","","","","","","","372868",\N,\N,\N,\N
"EOSE","240403","03-Apr-24","0.9782","0.98","0.94","0.96","3522656","-2.32","-0.02","","","","","","","5037575",\N,\N,\N,\N
"TSHA","240403","03-Apr-24","2.65","2.805","2.65","2.72","852995","0.37","0.01","","","","","","","2763981",\N,\N,\N,\N
"TARS","240403","03-Apr-24","35.22","36.11","34.99","35.88","498626","0.84","0.30","","","","","","","711374",\N,\N,\N,\N
"FHTX","240403","03-Apr-24","7","7.63","7","7.21","83760","3.00","0.21","","","","","","","163203",\N,\N,\N,\N
"MEG","240403","03-Apr-24","44.27","44.68","43.35","43.96","234101","-0.02","-0.01","43.94","26.78","0.92","2007/08/29","17.7","3.2","41616",\N,\N,\N,\N
"AFIB","240403","03-Apr-24","0.17","0.1819","0.17","0.18","383055","1.58","0.00","","","","","","","2305054",\N,\N,\N,\N
"CALT","240403","03-Apr-24","21.25","21.25","20.86","21.25","276","0.00","0.00","","","","","","","7879",\N,\N,\N,\N
"MAXN","240403","03-Apr-24","2.9","2.97","2.82","2.93","1572238","1.03","0.03","","","","","","","2178302",\N,\N,\N,\N
"GLSI","240403","03-Apr-24","17.78","18.44","17.59","17.72","32804","1.32","0.23","","","","","","","48052",\N,\N,\N,\N
"GHLD","240403","03-Apr-24","14.75","14.98","14.3","14.64","4600","-1.48","-0.22","","","","","","","11200",\N,\N,\N,\N
"AVO","240403","03-Apr-24","11.61","11.64","11.54","11.59","128029","-0.34","-0.04","43.69","7.7","0.02","2001/01/01","22.2","0.1","182356",\N,\N,\N,\N
"ATHA","240403","03-Apr-24","2.45","2.55","2.385","2.50","208456","0.81","0.02","","","","","","","404334",\N,\N,\N,\N
"IH","240403","03-Apr-24","1.82","1.859","1.775","1.84","17783","5.14","0.09","","","","","","","20478",\N,\N,\N,\N
"RNA","240403","03-Apr-24","26.59","27.66","26.09","26.64","950099","-0.86","-0.23","","","","","","","1196032",\N,\N,\N,\N
"TLS","240403","03-Apr-24","4.18","4.23","4.04","4.14","276537","-0.72","-0.03","20.5","13.12","1.07","2007/02/27","15.7","5.3","418600",\N,\N,\N,\N
"ITOS","240403","03-Apr-24","12.66","13.27","12.54","13.12","918195","3.47","0.44","","","","","","","275977",\N,\N,\N,\N
"VITL","240403","03-Apr-24","24.11","24.19","23.68","24.01","387633","-0.37","-0.09","60.49","47.99","0.4","2007/08/15","20.7","0.7","47930",\N,\N,\N,\N
"PLRX","240403","03-Apr-24","14.52","14.62","14.27","14.43","494324","-1.70","-0.25","","","","","","","392822",\N,\N,\N,\N
"ANNX","240403","03-Apr-24","6.47","6.725","6.31","6.45","1421967","0.47","0.03","","","","","","","1529671",\N,\N,\N,\N
"CCCC","240403","03-Apr-24","7.64","7.9","7.44","7.90","1234433","2.86","0.22","","","","","","","3788331",\N,\N,\N,\N
"ORIC","240403","03-Apr-24","12.24","12.24","11.335","11.39","631163","-6.41","-0.78","","","","","","","573463",\N,\N,\N,\N
"VSTA","240403","03-Apr-24","3.91","4.1","3.855","3.94","12740","0.00","0.00","14.73","7.19","0.52","2001/01/01","14","2.3","67573",\N,\N,\N,\N
"RPTX","240403","03-Apr-24","4.37","4.415","3.99","4.11","165562","-5.52","-0.24","","","","","","","147535",\N,\N,\N,\N
"INBX","240403","03-Apr-24","34.66","35.14","34.53","35.08","388374","0.66","0.23","","","","","","","730584",\N,\N,\N,\N
"PCVX","240403","03-Apr-24","63.75","65.845","63.75","65.10","673641","1.04","0.67","","","","","","","864364",\N,\N,\N,\N
"DCBO","240403","03-Apr-24","47.29","48.295","47.12","47.47","72050","0.51","0.24","","","","","","","97810",\N,\N,\N,\N
"ASO","240403","03-Apr-24","62.77","63.925","62.77","63.38","1458671","0.16","0.10","29.83","23.85","1.04","2006/09/18","13.7","3.6","1318623",\N,\N,\N,\N
"NRIX","240403","03-Apr-24","14.67","14.77","13.77","14.59","621361","-1.82","-0.27","","","","","","","756191",\N,\N,\N,\N
"PRAX","240403","03-Apr-24","55.95","56.93","51.82","53.00","381904","-4.62","-2.57","","","","","","","210504",\N,\N,\N,\N
"STTK","240403","03-Apr-24","8.57","8.94","8.56","8.78","175395","0.80","0.07","","","","","","","358261",\N,\N,\N,\N
"OLMA","240403","03-Apr-24","10.78","11.28","10.67","11.08","472284","2.21","0.24","","","","","","","807378",\N,\N,\N,\N
"KRON","240403","03-Apr-24","1.26","1.28","1.225","1.26","75043","-0.79","-0.01","55.01","28.25","3.86","2001/01/01","44","29","256449",\N,\N,\N,\N
"GBIO","240403","03-Apr-24","4.03","4.27","3.99","4.12","316862","0.24","0.01","","","","","","","263459",\N,\N,\N,\N
"KNTE","240403","03-Apr-24","2.65","2.675","2.64","2.65","2812224","0.00","0.00","","","","","","","447604",\N,\N,\N,\N
"MSGE","240403","03-Apr-24","39.46","40.35","39.39","39.70","647296","0.13","0.05","","","","","","","463764",\N,\N,\N,\N
"LUNG","240403","03-Apr-24","8.56","8.8","7.88","7.95","869916","-6.58","-0.56","0.0001","0.0001","2.38","2007/07/13","23.3","10.8","498350",\N,\N,\N,\N
"KROS","240403","03-Apr-24","63.46","65.57","63.28","63.98","196991","-0.06","-0.04","","","","","","","431671",\N,\N,\N,\N
"CMPS","240403","03-Apr-24","9.36","10.03","9.32","9.70","816740","2.65","0.25","","","","","","","724557",\N,\N,\N,\N
"PMVP","240403","03-Apr-24","1.76","1.81","1.68","1.70","577838","-5.03","-0.09","","","","","","","540212",\N,\N,\N,\N
"CERE","240403","03-Apr-24","42.35","42.505","42.16","42.33","2121146","-0.05","-0.02","","","","","","","1512277",\N,\N,\N,\N
"OM","240403","03-Apr-24","1.99","2.11","1.95","2.03","542765","1.00","0.02","","","","","","","938111",\N,\N,\N,\N
"NKTX","240403","03-Apr-24","9.81","10.335","9.13","9.48","1210728","-4.10","-0.41","","","","","","","2002861",\N,\N,\N,\N
"MAX","240403","03-Apr-24","19.58","19.97","19.3","19.41","335508","-1.52","-0.30","9","3.02","0.8","2001/01/01","23.6","4.9","273153",\N,\N,\N,\N
"NNOX","240403","03-Apr-24","9.81","10.9","9.71","10.86","2889423","9.48","0.94","","","","","","","3851525",\N,\N,\N,\N
"ZNTL","240403","03-Apr-24","14.55","15.69","13.98","15.62","501752","8.25","1.19","","","","","","","803259",\N,\N,\N,\N
"HRMY","240403","03-Apr-24","32.71","33.66","31.67","31.70","378744","-3.06","-1.00","","","","","","","343649",\N,\N,\N,\N
"ALVR","240403","03-Apr-24","0.7638","0.7846","0.7531","0.77","318100","0.01","0.00","24.71","6.03","0.52","2001/01/01","122.7","3.6","1172699",\N,\N,\N,\N
"PRLD","240403","03-Apr-24","4.52","4.755","4.52","4.72","28329","2.16","0.10","4.7","4.7","0.33","2007/08/15","4.2","1.4","69167",\N,\N,\N,\N
"ADCT","240403","03-Apr-24","4.34","4.445","4.25","4.43","339403","2.78","0.12","21.06","13.17","3.04","2001/01/01","11.6","2.5","233920",\N,\N,\N,\N
"KYMR","240403","03-Apr-24","37.27","38.31","36.59","37.13","591871","-1.35","-0.51","","","","","","","758335",\N,\N,\N,\N
"BNL","240403","03-Apr-24","14.97","15.01","14.78","14.85","1373436","-1.39","-0.21","76.25","54.34","1.52","2007/05/02","16.6","2","1309954",\N,\N,\N,\N
"BNR","240403","03-Apr-24","0.728","0.7688","0.7016","0.77","14369","6.10","0.04","","","","","","","66214",\N,\N,\N,\N
"YALA","240403","03-Apr-24","4.78","4.86","4.76","4.84","168604","0.62","0.03","","","","","","","353217",\N,\N,\N,\N
"CRSR","240403","03-Apr-24","11.95","12.17","11.8","12.09","307213","0.50","0.06","","","","","","","355892",\N,\N,\N,\N
"EBC","240403","03-Apr-24","13.08","13.31","13.015","13.03","1424913","-1.14","-0.15","10.55","9.06","1.1","2007/06/29","45.2","12.1","962991",\N,\N,\N,\N
"STEP","240403","03-Apr-24","34.23","35.09","33.92","35.06","402109","1.48","0.51","","","","","","","345393",\N,\N,\N,\N
"BIPC","240403","03-Apr-24","34.47","34.89","33.3","33.49","976337","-3.76","-1.31","","","","","","","448939",\N,\N,\N,\N
"ACCD","240403","03-Apr-24","9.47","9.515","9.25","9.36","491715","-2.50","-0.24","","","","","","","676663",\N,\N,\N,\N
"NARI","240403","03-Apr-24","46.05","46.05","42.635","43.23","2514805","-6.39","-2.95","","","","","","","1165395",\N,\N,\N,\N
"PTVE","240403","03-Apr-24","14.25","14.86","14.25","14.84","467076","3.56","0.51","","","","","","","433053",\N,\N,\N,\N
"ROOT","240403","03-Apr-24","61.4","68.97","61.21","68.11","470837","9.71","6.03","","","","","","","680764",\N,\N,\N,\N
"JAMF","240403","03-Apr-24","17.5","17.97","17.5","17.84","340795","1.36","0.24","","","","","","","406613",\N,\N,\N,\N
"LEGN","240403","03-Apr-24","57.25","57.25","55.21","56.38","690865","-0.09","-0.05","","","","","","","950934",\N,\N,\N,\N
"VERX","240403","03-Apr-24","32.09","32.33","31.67","32.14","340813","0.16","0.05","","","","","","","533632",\N,\N,\N,\N
"SLQT","240403","03-Apr-24","1.84","1.94","1.83","1.89","518941","1.07","0.02","","","","","","","782735",\N,\N,\N,\N
"LESL","240403","03-Apr-24","5.68","5.75","5.495","5.66","2610271","-1.74","-0.10","","","","","","","2707788",\N,\N,\N,\N
"MP","240403","03-Apr-24","14.65","15.105","14.52","15.03","3193957","2.45","0.36","","","","","","","2737547",\N,\N,\N,\N
"RXT","240403","03-Apr-24","1.63","1.85","1.58","1.84","1787359","12.20","0.20","","","","","","","1407937",\N,\N,\N,\N
"ALXO","240403","03-Apr-24","10.74","10.97","10.49","10.80","317561","0.75","0.08","","","","","","","367925",\N,\N,\N,\N
"API","240403","03-Apr-24","2.52","2.61","2.515","2.59","100836","1.97","0.05","2.35","1.42","1.72","2001/01/01","22.7","6.7","257870",\N,\N,\N,\N
"GOCO","240403","03-Apr-24","10.23","10.7","10.02","10.28","21604","-1.81","-0.19","0.07","0.03","0.75","2001/01/01","0.9","0.2","15042",\N,\N,\N,\N
"VRM","240403","03-Apr-24","12.26","12.45","11.149","11.40","56083","-7.62","-0.94","","","","","","","1613034",\N,\N,\N,\N
"ASAN","240403","03-Apr-24","14.86","15","14.7","14.90","2368454","-0.73","-0.11","","","","","","","1987134",\N,\N,\N,\N
"RLAY","240403","03-Apr-24","7.5","7.53","7.05","7.14","1889933","-6.05","-0.46","","","","","","","1089930",\N,\N,\N,\N
"BIGC","240403","03-Apr-24","6.63","6.71","6.58","6.65","653131","-0.60","-0.04","","","","","","","613104",\N,\N,\N,\N
"SEER","240403","03-Apr-24","1.79","1.87","1.73","1.82","410098","2.82","0.05","","","","","","","437876",\N,\N,\N,\N
"FOUR","240403","03-Apr-24","66.7","69.95","66.185","69.09","2667873","2.95","1.98","","","","","","","1435782",\N,\N,\N,\N
"ALGM","240403","03-Apr-24","25.69","26.09","25.45","25.74","1211347","0.23","0.06","","","","","","","1703631",\N,\N,\N,\N
"MPLN","240403","03-Apr-24","0.8","0.8279","0.7866","0.80","1454970","-0.78","-0.01","","","","","","","1502135",\N,\N,\N,\N
"AZEK","240403","03-Apr-24","48.36","49.45","48.2","49.10","1186131","1.53","0.74","","","","","","","1484369",\N,\N,\N,\N
"VNT","240403","03-Apr-24","44.99","45.34","43.66","43.86","1194459","-2.49","-1.12","20.5","9.458","2.28","2006/04/13","29.5","15.4","787037",\N,\N,\N,\N
"FROG","240403","03-Apr-24","43.04","43.78","42.33","43.28","749966","-0.28","-0.12","","","","","","","1314604",\N,\N,\N,\N
"LMND","240403","03-Apr-24","16.02","16.795","15.87","16.68","1039225","3.28","0.53","","","","","","","1770120",\N,\N,\N,\N
"MRVI","240403","03-Apr-24","8.5","8.77","8.4","8.61","5353075","1.18","0.10","","","","","","","2716954",\N,\N,\N,\N
"MNSO","240403","03-Apr-24","21.16","21.47","20.97","21.21","745716","-1.30","-0.28","","","","","","","1641240",\N,\N,\N,\N
"SHC","240403","03-Apr-24","11.73","11.785","11.36","11.54","1425933","1.41","0.16","","","","","","","1739780",\N,\N,\N,\N
"ACI","240403","03-Apr-24","21.23","21.33","21.08","21.23","1444587","0.66","0.14","42.59","25.85","0.28","2007/08/29","21.8","0.9","109198",\N,\N,\N,\N
"NCNO","240403","03-Apr-24","34.57","35.39","34.57","35.10","1267095","1.07","0.37","","","","","","","840263",\N,\N,\N,\N
"AMWL","240403","03-Apr-24","0.7724","0.79","0.733","0.76","2856748","0.25","0.00","","","","","","","1596269",\N,\N,\N,\N
"KC","240403","03-Apr-24","3.1","3.19","3.01","3.19","770295","0.00","0.00","","","","","","","1397035",\N,\N,\N,\N
"OCFT","240403","03-Apr-24","2.15","2.24","2.13","2.24","15945","2.75","0.06","","","","","","","21314",\N,\N,\N,\N
"BSY","240403","03-Apr-24","49.84","50.56","49.26","49.29","1162771","-1.68","-0.84","58.98","40.47","1.25","2007/10/24","14.5","2.4","115183",\N,\N,\N,\N
"DADA","240403","03-Apr-24","2.06","2.075","1.99","2.05","1124187","-0.49","-0.01","","","","","","","3418366",\N,\N,\N,\N
"YSG","240403","03-Apr-24","2.51","2.74","2.5","2.56","438761","-0.39","-0.01","","","","","","","1293810",\N,\N,\N,\N
"QS","240403","03-Apr-24","5.87","6.11","5.78","6.10","4397479","3.39","0.20","","","","","","","9763675",\N,\N,\N,\N
"GDRX","240403","03-Apr-24","6.7","6.83","6.69","6.72","1317220","-1.18","-0.08","","","","","","","1581216",\N,\N,\N,\N
"CVAC","240403","03-Apr-24","2.89","2.96","2.86","2.91","350729","1.04","0.03","","","","","","","763187",\N,\N,\N,\N
"WMG","240403","03-Apr-24","34","34.73","33.17","34.60","7247883","5.78","1.89","27.24","9.79","0.52","2007/06/21","19.7","4.6","1206710",\N,\N,\N,\N
"ZI","240403","03-Apr-24","15.87","16.175","15.75","16.12","4348256","1.26","0.20","","","","","","","6582697",\N,\N,\N,\N
"BEPC","240403","03-Apr-24","24.67","24.75","24.005","24.21","1488312","-2.58","-0.64","","","","","","","923041",\N,\N,\N,\N
"OTIS","240403","03-Apr-24","97.75","98.56","97.53","98.25","1374036","0.51","0.50","","","","","","","1985886",\N,\N,\N,\N
"CARR","240403","03-Apr-24","56.71","57.55","56.54","56.94","3397174","0.25","0.14","","","","","","","4795685",\N,\N,\N,\N
"LI","240403","03-Apr-24","30.01","30.33","29.76","30.27","5757176","-2.48","-0.77","35.46","25.69","0.68","2007/07/16","22.1","2","8086359",\N,\N,\N,\N
"XPEV","240403","03-Apr-24","7.36","7.45","7.27","7.43","12572006","-2.11","-0.16","","","","","","","13595558",\N,\N,\N,\N
"LU","240403","03-Apr-24","4.42","4.51","4.32","4.38","3563685","-2.88","-0.13","3.49","1.99","0.83","2001/01/01","18.7","5.2","5501906",\N,\N,\N,\N
"RKT","240403","03-Apr-24","13.05","13.355","12.795","13.24","3603870","0.53","0.07","43.22","18.21","0.4","2007/08/03","12.2","1.5","128931",\N,\N,\N,\N
"BEKE","240403","03-Apr-24","14.15","14.43","14.09","14.33","5197692","0.63","0.09","","","","","","","7656039",\N,\N,\N,\N
"DASH","240403","03-Apr-24","136.97","140.2","136.33","138.78","2365310","0.93","1.28","","","","","","","3677783",\N,\N,\N,\N
"PLTR","240403","03-Apr-24","22.4","23.01","22.38","22.70","30357412","-0.09","-0.02","","","","","","","70016818",\N,\N,\N,\N
"U","240403","03-Apr-24","26","26.14","25.56","25.76","5646737","-1.87","-0.49","","","","","","","10008917",\N,\N,\N,\N
"CTRM","240403","03-Apr-24","3.65","4","3.61","3.78","130714","3.57","0.13","","","","","","","500356",\N,\N,\N,\N
"RHE","240403","03-Apr-24","2.5","2.63","2.5","2.58","5246","1.38","0.04","","","","","","","4251",\N,\N,\N,\N
"ABNB","240403","03-Apr-24","158.75","161.33","158.58","159.34","2288078","-0.48","-0.77","","","","","","","4388677",\N,\N,\N,\N
"SINT","240403","03-Apr-24","0.0222","0.0245","0.0217","0.02","86823549","-43.77","-0.02","35","25.01","0.15","2001/01/01","17.4","0.8","5593577",\N,\N,\N,\N
"LMFA","240403","03-Apr-24","3.2","3.469","3.1","3.34","66539","3.73","0.12","","","","","","","622652",\N,\N,\N,\N
"UONE","240403","03-Apr-24","2.4","2.56","2.39","2.50","65694","4.83","0.12","","","","","","","54953",\N,\N,\N,\N
"SGBX","240403","03-Apr-24","0.1846","0.1854","0.16","0.17","325489","-2.79","-0.01","","","","","","","766355",\N,\N,\N,\N
"SNES","240403","03-Apr-24","0.671","0.71","0.6701","0.70","35224","1.60","0.01","","","","","","","282571",\N,\N,\N,\N
"ARTL","240403","03-Apr-24","1.49","1.53","1.49","1.52","5021","1.33","0.02","13.97","7.1","0.8","2001/01/01","10.8","2.9","5027",\N,\N,\N,\N
"SES","240403","03-Apr-24","1.57","1.64","1.54","1.63","358003","3.16","0.05","","","","","","","485606",\N,\N,\N,\N
"ATHE","240403","03-Apr-24","1.83","1.886","1.8","1.84","17238","0.55","0.01","","","","","","","41044",\N,\N,\N,\N
"YTEN","240403","03-Apr-24","0.2427","0.3953","0.225","0.31","15832239","41.41","0.09","","","","","","","4848019",\N,\N,\N,\N
"GTEC","240403","03-Apr-24","1.85","2.05","1.85","1.98","16909","5.32","0.10","","","","","","","42075",\N,\N,\N,\N
"JAN","240403","03-Apr-24","2.52","2.64","2.32","2.58","75503","0.94","0.02","","","","","","","273169",\N,\N,\N,\N
"WWR","240403","03-Apr-24","0.49","0.4925","0.4755","0.48","120408","-1.67","-0.01","","","","","","","205391",\N,\N,\N,\N
"POAI","240403","03-Apr-24","2.01","2.34","1.9","1.96","27637","-4.39","-0.09","","","","","","","22783",\N,\N,\N,\N
"COHN","240403","03-Apr-24","7.36","7.58","7.13","7.36","5247","0.00","0.00","","","","","","","7222",\N,\N,\N,\N
"PSTV","240403","03-Apr-24","1.85","2.09","1.85","1.89","43529","1.07","0.02","","","","","","","31086",\N,\N,\N,\N
"OCGN","240403","03-Apr-24","1.37","1.6","1.361","1.50","10014980","9.06","0.13","","","","","","","7662048",\N,\N,\N,\N
"FAMI","240403","03-Apr-24","0.83","0.869","0.8011","0.83","51700","-4.16","-0.04","","","","","","","373022",\N,\N,\N,\N
"PRPO","240403","03-Apr-24","6.315","6.48","6.315","6.32","663","-2.55","-0.17","","","","","","","6395",\N,\N,\N,\N
"UAVS","240403","03-Apr-24","0.69","0.6902","0.6001","0.63","487710","-8.88","-0.06","","","","","","","2828726",\N,\N,\N,\N
"WAFU","240403","03-Apr-24","1.91","1.935","1.85","1.88","22533","-1.05","-0.02","","","","","","","126292",\N,\N,\N,\N
"PHIO","240403","03-Apr-24","0.68","0.7198","0.65","0.70","72883","4.46","0.03","","","","","","","327838",\N,\N,\N,\N
"DLPN","240403","03-Apr-24","1.31","1.31","0.9975","1.19","267192","-11.19","-0.15","","","","","","","43850",\N,\N,\N,\N
"NRBO","240403","03-Apr-24","3.93","4.07","3.8","3.89","14445","-1.02","-0.04","2.5","0.15","1.5","2007/07/20","1.2","131.5","1341120",\N,\N,\N,\N
"BOXL","240403","03-Apr-24","0.6573","0.6616","0.5865","0.61","218101","-7.63","-0.05","","","","","","","58675",\N,\N,\N,\N
"ACHV","240403","03-Apr-24","4.43","4.59","4.43","4.59","96342","2.46","0.11","","","","","","","93400",\N,\N,\N,\N
"IMRN","240403","03-Apr-24","2.68","2.79","2.67","2.71","10971","0.37","0.01","","","","","","","914724",\N,\N,\N,\N
"HEPA","240403","03-Apr-24","2.28","2.56","2.245","2.55","45522","11.35","0.26","","","","","","","77786",\N,\N,\N,\N
"VISL","240403","03-Apr-24","3.13","3.2","3.05","3.12","3584","-2.80","-0.09","","","","","","","4943",\N,\N,\N,\N
"WISA","240403","03-Apr-24","0.0204","0.0247","0.0204","0.02","125220839","10.96","0.00","","","","","","","22513625",\N,\N,\N,\N
"MYO","240403","03-Apr-24","2.96","3.09","2.96","2.97","139604","-1.98","-0.06","","","","","","","387681",\N,\N,\N,\N
"SLRX","240403","03-Apr-24","0.465","0.52","0.442","0.50","76486","10.35","0.05","","","","","","","117123",\N,\N,\N,\N
"SSNT","240403","03-Apr-24","12.65","13.112","12.65","13.00","41351","0.62","0.08","","","","","","","135694",\N,\N,\N,\N
"PIXY","240403","03-Apr-24","2.5","2.55","2.42","2.52","329025","-0.40","-0.01","","","","","","","655166",\N,\N,\N,\N
"IMTE","240403","03-Apr-24","2.27","2.291","2.26","2.26","3987","-1.31","-0.03","","","","","","","7877",\N,\N,\N,\N
"NDRA","240403","03-Apr-24","0.3548","0.395","0.3363","0.35","362770","-4.65","-0.02","","","","","","","170329",\N,\N,\N,\N
"VVPR","240403","03-Apr-24","9.05","9.9","6.18","6.41","47998819","8.64","0.51","","","","","","","2769495",\N,\N,\N,\N
"RMBL","240403","03-Apr-24","6.12","6.33","6.01","6.06","74434","-2.42","-0.15","","","","","","","166303",\N,\N,\N,\N
"PDSB","240403","03-Apr-24","3.76","3.77","3.61","3.68","691298","-1.08","-0.04","","","","","","","891416",\N,\N,\N,\N
"CREX","240403","03-Apr-24","3.52","3.75","3.51","3.61","45733","-2.17","-0.08","","","","","","","62337",\N,\N,\N,\N
"BKYI","240403","03-Apr-24","2.08","2.08","1.9","1.92","36632","-4.00","-0.08","","","","","","","152615",\N,\N,\N,\N
"ALRN","240403","03-Apr-24","6.01","6.01","5.81","5.86","6458","-2.98","-0.18","","","","","","","37395",\N,\N,\N,\N
"SLS","240403","03-Apr-24","1.25","1.33","1.18","1.31","2685087","11.02","0.13","25.49","0.15","0.88","2001/01/01","897.5","6.7","1472506",\N,\N,\N,\N
"EDRY","240403","03-Apr-24","20.88","21.19","20.67","20.83","12320","-0.07","-0.02","","","","","","","9425",\N,\N,\N,\N
"AIHS","240403","03-Apr-24","0.86","0.9031","0.86","0.89","4484","-1.11","-0.01","","","","","","","35968",\N,\N,\N,\N
"SPI","240403","03-Apr-24","0.567","0.581","0.5404","0.57","51996","-0.04","0.00","45.1999","34.85","1.42","2006/05/31","28.4","3.1","68032",\N,\N,\N,\N
"ZKIN","240403","03-Apr-24","0.57","0.6238","0.57","0.59","11992","-1.67","-0.01","","","","","","","37671",\N,\N,\N,\N
"DXF","240403","03-Apr-24","0.3","0.3029","0.28","0.28","114180","-4.33","-0.01","","","","","","","1101779",\N,\N,\N,\N
"PETZ","240403","03-Apr-24","1.21","1.21","1.11","1.17","5180","5.33","0.06","","","","","","","38972",\N,\N,\N,\N
"THMO","240403","03-Apr-24","0.8","0.87","0.8","0.86","19010","9.24","0.07","","","","","","","88247",\N,\N,\N,\N
"ANTE","240403","03-Apr-24","1.35","1.45","1.34","1.45","6040","-3.33","-0.05","","","","","","","67439",\N,\N,\N,\N
"SLNG","240403","03-Apr-24","4.3","4.38","4.18","4.26","1355","1.69","0.07","","","","","","","4774",\N,\N,\N,\N
"EAST","240403","03-Apr-24","0.99","1.01","0.92","0.93","25615","-5.17","-0.05","","","","","","","139281",\N,\N,\N,\N
"RETO","240403","03-Apr-24","1.24","1.28","1.16","1.16","42471","0.00","0.00","","","","","","","124653",\N,\N,\N,\N
"INDO","240403","03-Apr-24","2.83","2.83","2.61","2.66","176353","-7.32","-0.21","","","","","","","44030",\N,\N,\N,\N
"ADIL","240403","03-Apr-24","1.27","1.278","1.17","1.24","110361","0.81","0.01","","","","","","","3984602",\N,\N,\N,\N
"ITP","240403","03-Apr-24","0.2551","0.269","0.2551","0.26","17040","-2.84","-0.01","8.16","2.36","0.68","2001/01/01","24.3","5","15453",\N,\N,\N,\N
