"ticker","datenr","pchange","wkchange","qtrchange","yrchange","ytdchange","currrating","prevrating","changeddate","suffix","suffixdays","volchange","dchange","prevsuffix","suffixchangeddate","weeksuffix","weekprevsuffix","weeksuffixchangeddate","weeksuffixdays","dailystoploss","weeklystoploss","dailystopbuy","weeklystopbuy","2wkchange","3wkchange","mthchange","monthlystopbuy","monthlystoploss","weekhigh","weeklow"
"CZR",240328,0.8,5.8,-8.61,-3.26,-6.77,"Mkt Perform","Weak","240318","+",1,-55.59,0.34,"","","+","","",1,42.89,39.23,43.64,42.66,11.58,3.74,0.54,45.43,39.5,,
"ACCO",240328,-0.53,0,-5.73,6.88,-8.06,"Mkt Perform","Weak","240318","+",1,-62.94,-0.03,"","","+","","",26,5.55,5.19,5.65,5.75,6.48,2.38,0.18,6.62,5.15,,
"CDE",240328,5.74,13.36,13.7,0.67,15.8,"Strong","Mkt Perform","240328","+",1,1622.76,0.21,"","","+","","",1,3.4,2.98,3.58,3.5,15.8,20.61,45.75,2.86,2.42,,
"CNNX",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",7283,0,0,"","","-","","",7269,0,0,0,0,9999,9999,9999,0,0,,
"AMWD",240328,-0.04,0.91,7.79,101.5,8.79,"Mkt Perform","Weak","240318","+",3,70.95,-0.04,"","","+","","",26,100.53,93.25,102.22,103.45,6.6,5.17,0.77,103.45,88.4,,
"USNA",240328,0.56,1.48,-10.19,-22.3,-9.44,"Mkt Perform","Weak","240325","+",1,-49.38,0.27,"","","-","","",1,47.78,47.73,48.66,50.08,-3.13,-0.08,0.58,52.79,46.42,,
"ALRM",240328,-0.75,-0.82,14.54,48.55,12.02,"Mkt Perform","Strong","240327","-",1,-45.15,-0.55,"","","-","","",26,72.67,71.99,74.25,74.96,-1.08,-3.43,-4.36,77.29,60.69,,
"MANT",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",2415,0,0,"","","-","","",2387,0,0,0,0,9999,9999,9999,0,0,,
"PDS",240328,0.64,3.77,24.03,28.01,24.07,"Strong","Mkt Perform","240325","+",1,-94.18,0.43,"","","+","","",1,66.01,63.53,67.02,67.54,4.91,8.24,13.23,65.63,58.07,,
"PRGS",240328,0.32,0.61,-2.99,-5.33,-2.76,"Mkt Perform","Weak","240325","+",4,41.95,0.17,"","","-","","",1,51.5,52.21,53.2,53.9,0.42,-2.02,-1.05,58.07,52.43,,
"CUB",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4711,-100,0,"","","-","","",4669,0,0,0,0,9999,9999,9999,0,0,,
"MATX",240328,1.39,4.33,2.42,87.74,2.85,"Mkt Perform","Weak","240321","+",1,-66.25,1.55,"","","+","","",1,109.39,101.65,111.84,108.78,7.06,6.33,1.5,122.99,105.78,,
"SSTK",240328,0.38,-0.16,-4.88,-35.14,-4.05,"Mkt Perform","Weak","240328","-",1,-46.18,0.18,"","","-","","",1,45.91,45.84,47.2,49.35,-4.64,-8.1,-4.99,49.39,36.8,,
"ACOR",240328,3.95,2.31,-14.74,1963.33,-17.96,"Mkt Perform","Weak","240328","+",5,-48.26,0.47,"","","-","","",1,11.84,12.1,12.4,14.1,-0.16,-3.21,-8.97,16.74,12.29,,
"TREE",240328,2.89,2.05,34.95,62.55,39.07,"Strong","Mkt Perform","240328","+",1,-54.05,1.19,"","","-","","",26,40.38,35.72,41.78,44.33,11.17,1.3,6.56,39.97,28.5,,
"EGOV",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"MPSX",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"VG",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",2678,0,0,"","","-","","",2655,0,0,0,0,9999,9999,9999,0,0,,
"IMPV",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"GOLF",240328,-0.93,2.71,2.9,33.21,4.04,"Mkt Perform","Weak","240320","+",1,-22.99,-0.62,"","","+","","",1,65.21,61.24,66.39,65.1,6.01,2.33,2.03,70.1,62.85,,
"EVH",240328,1.16,2.13,-1.22,7.08,0.24,"Mkt Perform","Weak","240326","+",1,-72.43,0.38,"","","-","","",1,32.38,32.04,32.85,33.32,1.41,-3.53,-2.36,34.85,29.09,,
"TTEC",240328,1.78,6.06,-51.73,-71.17,-51.15,"Mkt Perform","Weak","240327","+",1,-21.23,0.19,"","","-","","",1,9.55,9.94,10.42,11.29,-3.6,-9.45,-39.34,20.77,17.27,,
"OSIS",240328,0.78,3.81,9.28,41.02,10.45,"Mkt Perform","Weak","240318","+",1,-20.19,1.1,"","","+","","",1,140.28,130.26,142.11,139.05,9.06,7.56,8.66,139.35,126.59,,
"INVA",240328,-0.75,0.56,-6.38,36.1,-5.39,"Mkt Perform","Weak","240322","+",4,-71.5,-0.11,"","","+","","",1,15.05,14.48,15.38,15.15,2.12,2.26,-0.69,16.53,15.1,,
"HIMX",240328,-0.74,-1.65,-12.97,-31.94,-11.53,"Weak","Mkt Perform","240328","+",3,-44.8,-0.04,"","","-","","",26,5.35,5.28,5.42,5.6,-3.42,-6.77,-2.54,5.87,5.27,,
"WNS",240328,0,-100,-100,-100,-100,"Weak","Mkt Perform","240326","-",5,-100,0,"","","-","","",1,0,51.31,0,55.17,-100,-100,-100,72.4,55.24,,
"KALU",240328,0.7,9.47,21.53,23.72,24.76,"Strong","Mkt Perform","240320","+",1,-53.61,0.61,"","","+","","",1,85.43,76.65,88.45,82.98,13.43,17.7,22.47,73.69,60.71,,
"GSAT",240328,4.38,2.88,-24.34,27.68,-26.29,"Mkt Perform","Weak","240328","+",1,-63.65,0.06,"","","-","","",26,1.36,1.32,1.39,1.48,-2.72,8.33,-8.33,1.77,1.44,,
"MMSI",240328,0.9,5.3,-0.55,5.14,0.24,"Mkt Perform","Weak","240325","+",1,38.37,0.68,"","","+","","",1,73.58,70.95,75.52,73.68,5.96,1.25,-0.08,81.15,75.01,,
"TXMD",240328,1.78,0,-2.97,-35.31,1.78,"Mkt Perform","Weak","240328","-",19,-58.78,0.04,"","","+","","",106,2.21,2.21,2.3,2.62,-4.58,-1.72,-4.58,2.41,2.22,,
"SFL",240328,0.69,-0.75,16.29,40.38,17.11,"Mkt Perform","Strong","240325","+",1,-60.3,0.09,"","","-","","",26,13.05,12.71,13.2,13.46,3.12,-2.51,-1.12,13.49,11.68,,
"MTL",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",2036,0,0,"","","-","","",2001,0,0,0,0,9999,9999,9999,0,0,,
"FLOW",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",3340,-100,0,"","","-","","",3298,0,0,0,0,9999,9999,9999,0,0,,
"PRLB",240328,1.1,2.88,-10.13,14.06,-8.19,"Mkt Perform","Weak","240325","+",1,-72.67,0.39,"","","+","","",1,34.57,33.29,35.41,35.45,4.93,-4.74,-1.81,41.87,33.13,,
"AAWW",240328,0,9999,9999,-100,9999,"Mkt Perform","","231211","-",1553,0,0,"","","-","","",1504,0,0,0,0,9999,9999,9999,0,0,,
"RH",240328,17.82,17.73,16.26,42.41,20.05,"Strong","Mkt Perform","240328","+",1,516.26,52.92,"","","+","","",1,289,275.74,300.97,315.81,20.36,26.34,27.52,280.3,243.71,,
"PENN",240328,0.27,6.19,-31.02,-36.33,-29.48,"Mkt Perform","Weak","240326","+",1,373.31,0.05,"","","+","","",1,17.6,17.13,18.3,18.3,4.02,0.22,0.27,23.81,16.46,,
"THRM",240328,0.11,3.56,7.13,-2.63,8.75,"Mkt Perform","Weak","240326","+",2,-68.61,0.06,"","","+","","",1,55.13,53.01,56.99,56.09,4.96,2.21,0.14,62.93,47.61,,
"LZB",240328,0.35,2.02,0.16,32.24,1.33,"Mkt Perform","Weak","240325","+",1,161.22,0.13,"","","+","","",1,36.88,35.51,37.42,37.27,2.41,2.27,-1.53,39.87,34.3,,
"KRNY",240328,1.9,6.98,-29.39,-22.22,-28.21,"Mkt Perform","Weak","240320","+",1,-74.19,0.12,"","","+","","",1,6.06,5.78,6.33,6.3,8.78,1.1,1.26,7.46,5.99,,
"BFS",240328,0.24,2.52,-5.19,1.25,-2.7,"Mkt Perform","Weak","240318","+",1,-69.92,0.09,"","","+","","",1,37.59,36.37,38.2,38.11,3.78,-1.04,5.58,38.97,34.87,,
"TGP",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",3729,0,0,"","","-","","",3701,0,0,0,0,9999,9999,9999,0,0,,
"GMS",240328,0.67,0.92,16.83,74.07,18.28,"Mkt Perform","Strong","240322","+",1,-28,0.65,"","","+","","",26,96.21,93.73,97.53,99.17,3.46,7.97,9.16,92.81,83.28,,
"MINI",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"SFUN",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",3130,0,0,"","","-","","",3090,0,0,0,0,9999,9999,9999,0,0,,
"HCLP",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"HRI",240328,-0.73,1.95,11.3,50.23,13.34,"Strong","Mkt Perform","240327","+",1,-65.43,-1.25,"","","+","","",1,167.03,156.57,170.43,170.16,7.21,7.84,6.35,159.74,135,,
"RUSHA",240328,0.62,3.01,8.66,-0.5,6,"Mkt Perform","Strong","240318","+",1,-87.06,0.33,"","","+","","",1,52.17,48.84,53.07,52.29,8.29,10.26,9.49,49.06,44.01,,
"FIX",240328,-0.3,-1.42,53.54,120.2,54.13,"Mkt Perform","Strong","240325","-",9,-16.98,-0.96,"","","+","","",26,315.5,307.04,322.42,325.33,2.73,2.25,3.69,306,217.55,,
"SHEN",240328,-0.57,2.33,-18.07,-5.85,-18.83,"Mkt Perform","Weak","240325","+",5,-49.36,-0.1,"","","-","","",1,17.28,17.1,17.68,18.12,-0.28,-4.2,-5.95,22.27,18.29,,
"ABG",240328,0.35,4.7,3.11,17.48,4.26,"Mkt Perform","Weak","240320","+",1,-58.14,0.81,"","","+","","",1,227.03,207.6,234.34,226.92,11.69,11.85,12.31,225.96,195.09,,
"TRNO",240328,1.09,2.59,3.77,4.78,5.38,"Mkt Perform","Weak","240327","+",1,-2.91,0.71,"","","+","","",1,64.06,61.86,65.35,64.81,5.18,2.8,2.71,64.63,59.02,,
"CSFL",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"KAMN",240328,-0.1,0.1,90.02,102.01,91.29,"Mkt Perform","Strong","240306","+",1,43.29,-0.05,"","","-","","",26,45.74,45.67,45.87,45.89,-0.21,0.25,0.01,45.9,45.01,,
"DERM",240328,-3.08,14.24,-40.72,194.53,-34.55,"Mkt Perform","Weak","240326","+",12,-69.02,-0.12,"","","-","","",1,3.58,3.05,3.98,4.3,10.88,9.28,-4.56,5.05,3.44,,
"HTLF",240328,0.45,5.8,-8.83,-11.13,-7.11,"Mkt Perform","Weak","240325","+",1,-82.32,0.16,"","","+","","",1,33.58,32.33,34.86,34.59,5.96,0.13,2.75,35.94,32.03,,
"SSRI",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",9202,-100,0,"","","-","","",9178,0,0,0,0,9999,9999,9999,0,0,,
"AG",240328,5.38,9.91,-5.01,-14.41,-4.39,"Mkt Perform","Weak","240327","+",1,1103.71,0.3,"","","+","","",1,5.27,5.2,5.61,5.81,4.26,10.73,30.96,4.93,4.17,,
"CMCT",240328,0,8.81,7.42,5.79,13.82,"Mkt Perform","Weak","240322","+",5,46.8,0,"","","+","","",1,4.12,3.63,4.35,3.89,12,14.49,16.67,3.61,3.19,,
"CAL",240328,-0.9,0.64,28.58,90.9,32.51,"Mkt Perform","Strong","240328","+",5,-63.81,-0.37,"","","+","","",26,39.65,34.45,41.81,41.94,4.41,8.96,5.46,39.02,31.03,,
"OEC",240328,-0.81,1.13,-16.91,-9.25,-15.83,"Mkt Perform","Weak","240320","+",1,-73.91,-0.19,"","","+","","",1,23.08,22.31,23.57,23.66,2.41,4.85,3.55,24.01,21.63,,
"TPRE",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"BSFT",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"QUAD",240328,-0.38,-3.67,-6.08,22.95,-3.14,"Weak","Mkt Perform","240327","-",1,-43.62,-0.02,"","","+","","",1,5.23,5,5.5,5.46,3.35,0,-12.35,6.75,5.12,,
"YIN",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"TRUE",240328,-1.74,0.9,-4.25,45.69,-2.31,"Mkt Perform","Weak","240327","+",3,210.04,-0.06,"","","-","","",26,3.26,3.14,3.44,3.6,3.36,-7.9,-2.87,4.05,3.2,,
"ROCK",240328,-0.83,-0.59,-0.37,66.14,1.16,"Weak","Mkt Perform","240328","-",1,-2.18,-0.67,"","","+","","",26,80,74.93,80.95,81.71,4.29,4.32,3.16,87.44,68.41,,
"MHLD",240328,1.15,18.01,-7.19,5.53,-4.15,"Mkt Perform","Weak","240315","+",5,-29.81,0.02,"","","+","","",1,1.91,1.5,2.23,1.95,42.53,49.32,62.59,1.88,1.19,,
"MYGN",240328,0.47,-3.33,9.03,-7.84,12.33,"Mkt Perform","Weak","240327","-",4,81.05,0.1,"","","-","","",62,21.33,20.89,21.8,22.72,1.61,-4.91,2.72,23.75,20.65,,
"FIT",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"CALD",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"CENTA",240328,-0.76,-0.81,-17.52,-4.56,-16.85,"Weak","Mkt Perform","240328","+",3,-67.3,-0.28,"","","+","","",26,36.32,35.86,36.94,37.69,1.33,3.07,-2.84,44.03,34.65,,
"EGRX",240328,6.29,5.45,-1.66,-81.34,1.82,"Mkt Perform","Weak","240328","+",1,-83.53,0.32,"","","-","","",26,4.91,4.9,5.13,6.19,-11.98,-14.8,-9.13,6.66,4.59,,
"EGHT",240328,0.36,3.77,-29.49,-29.85,-27.25,"Mkt Perform","Weak","240325","+",1,-77.57,0.01,"","","+","","",4,2.63,2.6,2.74,2.84,1.1,-7.41,-2.83,3.36,2.38,,
"WETF",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",2175,0,0,"","","-","","",2126,0,0,0,0,9999,9999,9999,0,0,,
"BPMC",240328,-0.32,8.56,3.44,110.12,2.44,"Mkt Perform","Weak","240325","+",3,-64.84,-0.3,"","","+","","",1,89.12,84.81,94.94,91.81,4.41,2.37,1.04,101,72.24,,
"CSGS",240328,2.01,1.45,-3.48,-2.43,-3.22,"Mkt Perform","Weak","240328","+",1,-76.19,1.02,"","","-","","",26,50.19,49.89,51.38,52.07,1.09,-2.99,-5.62,55.64,45.27,,
"PJT",240328,0.1,0.24,-8.57,29.97,-7.58,"Mkt Perform","Weak","240327","+",1,-51.31,0.09,"","","-","","",1,91.53,93.84,94.17,97.69,-2.57,-5.95,-10.67,107.35,92.13,,
"TMP",240328,1.01,4.76,-17.76,-25.38,-16.75,"Mkt Perform","Weak","240325","+",1,490.34,0.5,"","","+","","",1,48.23,46.31,49.85,49.5,3.55,-0.14,4.11,51.77,47.24,,
"IRS",240328,0.32,4.55,9.92,56.74,9.53,"Mkt Perform","Weak","240313","+",1,386.82,0.03,"","","+","","",1,9.15,7.9,9.4,9.25,18.94,21.71,21.55,9.09,7.52,,
"NP",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",2756,0,0,"","","-","","",2720,0,0,0,0,9999,9999,9999,0,0,,
"FWP",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",1939,0,0,"","","-","","",1904,0,0,0,0,9999,9999,9999,0,0,,
"WD",240328,-1.04,7.03,-11.83,34.72,-10.14,"Mkt Perform","Weak","240319","+",1,-77.07,-1.05,"","","+","","",1,95.35,88.39,100.88,97.29,11.42,7.61,4.58,104.94,90.44,,
"FBP",240328,0.26,3.41,4.09,54.57,5.99,"Mkt Perform","Weak","240318","+",1,223.58,0.04,"","","+","","",1,16.93,16.39,17.4,17.48,5.73,1.31,2.68,17.19,15.95,,
"BABY",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"GIMO",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"AMSF",240328,0.59,0.35,6.15,2.53,6.85,"Mkt Perform","Weak","240325","+",1,-66.59,0.3,"","","-","","",1,49.57,49.49,50.13,51.11,-1.08,-5.21,-5.26,53.15,48.28,,
"SCOR",240328,1.53,2.47,1.86,1232.05,-6.68,"Mkt Perform","Strong","240327","+",3,-89.2,0.24,"","","-","","",26,15.09,14.57,15.73,16.53,-1.55,-8.91,-21.01,20.66,16,,
"TNC",240328,-0.05,-0.24,30.88,81.73,31.01,"Mkt Perform","Strong","240325","+",1,137.18,-0.06,"","","+","","",1,120.23,112.22,122.31,122.28,6.45,9.81,7.28,117,94.54,,
"NSH",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4312,0,0,"","","-","","",4270,0,0,0,0,9999,9999,9999,0,0,,
"EURN",240328,1.19,4.16,-5.53,-0.86,-5.37,"Mkt Perform","Weak","240325","+",1,-90.59,0.2,"","","+","","",1,16.27,14.1,16.45,16.38,1.37,-6.49,-6.01,17.85,17.54,,
"ITGR",240328,1.43,0.57,16.47,51.85,17.78,"Mkt Perform","Strong","240311","+",1,-68.11,1.64,"","","+","","",1,112.43,111.99,115.35,116.23,2.53,1.02,5.81,110.56,94.56,,
"SPNC",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"PGEM",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"USAC",240328,-0.73,-3.38,10.22,26.45,15.92,"Mkt Perform","Strong","240325","-",1,-73.63,-0.2,"","","-","","",1,26.48,27.29,27.43,28.38,-3.94,-1.32,5.99,25.82,22.53,,
"SWM",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",2756,-100,0,"","","-","","",2720,0,0,0,0,9999,9999,9999,0,0,,
"FSP",240328,-0.22,2.5,-11.91,44.55,-11.91,"Mkt Perform","Weak","240322","+",1,-64.61,0,"","","+","","",1,2.19,2.1,2.26,2.29,3.92,-1.53,-4.85,2.51,2.17,,
"BNCL",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"TGI",240328,3.65,5.92,-11.27,32.16,-9.29,"Mkt Perform","Strong","240322","+",1,382.17,0.53,"","","+","","",1,14.28,13.06,14.6,14.76,10.75,2.59,8.2,16.78,13.2,,
"JOE",240328,0.22,4.38,-5.68,43.61,-4.43,"Mkt Perform","Weak","240318","+",1,154.19,0.13,"","","+","","",1,56.23,52.35,57.58,57.3,9.07,6.91,6.77,57.54,52.87,,
"EBS",240328,-0.39,7.05,4.45,-72.41,7.5,"Mkt Perform","Weak","240325","+",4,-74.94,-0.01,"","","+","","",1,2.46,2.37,2.64,2.59,5.31,-4.09,-20.12,3.61,1.42,,
"BHLB",240328,0.97,3.88,-8.94,-9.94,-7.33,"Mkt Perform","Weak","240321","+",1,-80.13,0.22,"","","+","","",1,22.19,21.34,22.83,22.61,4.88,2.27,7.07,24.15,21.44,,
"GLOB",240328,-0.85,2.94,-15.37,28.63,-14.68,"Mkt Perform","Weak","240325","+",1,-26.95,-1.75,"","","-","","",1,200.19,195.6,204.86,217.65,-6.26,-4.5,-9.02,251.5,215.87,,
"MCRN",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"ADC",240328,0.49,2.04,-10.26,-15.68,-9.52,"Mkt Perform","Weak","240325","+",1,428.49,0.28,"","","+","","",1,56.15,55.2,56.88,56.75,0.58,-1.16,3.66,61.26,54.94,,
"QLYS",240328,0.85,0.26,-15.98,33,-15.12,"Mkt Perform","Weak","240328","-",12,-70.83,1.41,"","","+","","",1,163.43,162.32,169.1,168.86,0.16,-1.22,-3.05,190.67,156.51,,
"SXI",240328,-0.58,-0.84,13.17,52,14.52,"Mkt Perform","Strong","240318","+",1,30.77,-1.05,"","","+","","",1,180.07,176.92,182.97,184.27,0.67,4.78,4.84,173.51,141.58,,
"WNC",240328,-0.51,2.88,13.75,19.85,14.29,"Strong","Mkt Perform","240327","+",1,81.54,-0.15,"","","+","","",1,28.59,27.4,29.58,29.13,4.35,4.95,7.33,29.12,21.64,,
"MBI",240328,0.59,3.98,11.29,-23.6,11.11,"Strong","Mkt Perform","240328","+",5,-29.34,0.04,"","","+","","",1,6.56,6.31,6.86,6.77,3.82,6.25,4.53,7.12,5.96,,
"PRIM",240328,2,4.67,27.77,75.72,29,"Strong","Mkt Perform","240327","+",1,-36.91,0.84,"","","+","","",1,41.2,39.79,42.08,41.79,6.09,4.11,8.43,41.11,32.92,,
"COUP",240328,0,9999,9999,-100,9999,"Mkt Perform","","231211","-",1631,0,0,"","","-","","",1603,0,0,0,0,9999,9999,9999,0,0,,
"EIG",240328,0.91,3.23,14.93,8.76,15.28,"Strong","Mkt Perform","240326","+",1,-56.08,0.41,"","","+","","",1,44.62,43.83,45.16,45.12,2.39,1.34,-0.63,46.78,39.52,,
"STBA",240328,0.49,3.69,-6.13,-0.82,-4.5,"Mkt Perform","Weak","240320","+",1,129.95,0.15,"","","-","","",26,30.57,29.73,31.76,31.99,4.91,-0.42,2.32,33.89,30.24,,
"EZT",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"RWT",240328,0.88,-0.08,-16.67,-3.58,-14.64,"Mkt Perform","Weak","240328","+",1,596.52,0.06,"","","+","","",1,6.15,5.91,6.3,6.46,4.89,2.18,3.18,6.88,5.75,,
"SPTN",240328,0.65,0.65,-12.96,-18.52,-12.2,"Mkt Perform","Weak","240325","+",1,-71.47,0.13,"","","-","","",62,19.86,19.7,20.11,20.45,0.85,-2.04,-4.37,22.83,19.04,,
"TILE",240328,-3.52,-2.85,30.55,112.06,32.41,"Mkt Perform","Strong","240325","-",1,0.27,-0.61,"","","+","","",26,17.2,15.27,17.41,18.47,10.37,7.95,6.3,15.91,12.4,,
"ELF",240328,0.28,-4.29,35.61,144.7,36.34,"Mkt Perform","Strong","240325","+",1,-60.6,0.54,"","","-","","",26,192.92,187.13,200.05,209.7,-1.29,-2.05,-5.63,209.97,158.93,,
"SRCE",240328,1.05,3.88,-6.27,19.48,-5,"Mkt Perform","Weak","240322","+",1,-15.74,0.54,"","","+","","",1,50.14,48.32,51.66,51.24,4.97,1.44,4.86,53.15,48.59,,
"WMS",240328,0.8,0.92,21.23,106.6,22.88,"Mkt Perform","Strong","240325","+",1,-6.5,1.38,"","","+","","",26,168.29,161.85,172.67,176.31,5.84,6.84,5.87,166.24,129.88,,
"HTGC",240328,0.16,0.55,8.88,41.1,10.38,"Mkt Perform","Strong","240307","+",1,-53.06,0.03,"","","+","","",26,18.23,17.96,18.39,18.63,1.83,1.6,1.88,18.88,16.72,,
"FCF",240328,0.62,2.85,-11.84,10.99,-10.07,"Mkt Perform","Weak","240320","+",1,308.43,0.08,"","","+","","",1,13.33,12.94,13.81,13.78,5.51,3.08,6.56,14.06,12.84,,
"GLOG",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4641,0,0,"","","-","","",4606,0,0,0,0,9999,9999,9999,0,0,,
"LABL",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"JRVR",240328,1.52,8.06,-2.29,-54.71,1.52,"Mkt Perform","Weak","240327","+",1,-66.32,0.14,"","","+","","",2,8.47,7.54,9.35,9.4,18.28,-0.32,-6.11,11.49,8.7,,
"HMHC",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",3326,0,0,"","","-","","",3298,0,0,0,0,9999,9999,9999,0,0,,
"SYKE",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4249,-100,0,"","","-","","",4201,0,0,0,0,9999,9999,9999,0,0,,
"EVTC",240328,1.07,6.33,-2.45,20.58,-2.19,"Mkt Perform","Weak","240325","+",1,2.4,0.43,"","","+","","",1,38.68,37.23,39.68,38.46,6.45,6.45,10.84,42.21,35.53,,
"VCO",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"SMCI",240328,-1.5,3.61,245.82,853.99,254.57,"Strong","Mkt Perform","240325","-",5,-74.37,-15.4,"","","-","","",26,986.34,855,1047.81,1147.79,-5.7,-11.59,16.37,1077.87,536,,
"FRTA",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",3424,0,0,"","","-","","",3396,0,0,0,0,9999,9999,9999,0,0,,
"TASR",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",10128,0,0,"","","-","","",10102,0,0,0,0,9999,9999,9999,0,0,,
"IBTX",240328,0.42,5,-12.17,-2.56,-9.65,"Mkt Perform","Weak","240320","+",1,-69.18,0.19,"","","+","","",1,44.18,41.81,45.8,45.88,8.83,1.14,5.12,48.93,42.84,,
"VECO",240328,0.33,-0.75,11.67,68.07,12.71,"Mkt Perform","Strong","240325","-",5,-33.39,0.12,"","","-","","",36,34.3,33.01,35.12,36.31,3.66,-2.39,-3.41,36.46,31.34,,
"TSLX",240328,0.82,2.86,-2.39,18.58,-0.86,"Mkt Perform","Weak","240325","+",1,-0.14,0.18,"","","+","","",1,21.1,20.56,21.3,20.97,3.25,1.69,-1.9,22.08,21.08,,
"GIII",240328,-0.17,5.08,-15.52,87.72,-15.39,"Mkt Perform","Weak","240325","+",3,184.53,-0.05,"","","+","","",1,27.73,25.51,28.97,28.85,9.77,-2.81,-13.59,34.48,28.23,,
"SGYP",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"SNCR",240328,1.42,-1.49,36.72,805.26,38.49,"Mkt Perform","Strong","240326","+",1,-88.77,0.12,"","","-","","",1,8.15,8.15,8.5,9.06,-6.32,-20.66,-7.82,13.97,5.83,,
"CUDA",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"INVN",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"BOBE",240328,0,9999,9999,9999,9999,"Mkt Perform","","231211","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
